69,69(体位)
gen_6_pokemon,第6代口袋妖怪
gen_7_pokemon,第7代口袋妖怪
gen_8_pokemon,第8代口袋妖怪
genderswap,性转
genderswap_(ftm),男体化
genderswap_(mtf),女体化
german_clothes,德国服装
german_flag,德国国旗
german_flag_bikini,德国国旗比基尼
german_text,德语
germany,德国
geta,木屐
ghost,幽灵
ghost_tail,幽灵尾巴
giant,巨人
gift,礼物
gift_bag,礼品袋
gift_box,礼品盒
gigantic_breasts,魔乳(F)
girl_sandwich,被两个女孩夹在中间
giving,递|赠送
giving_up_the_ghost,灵魂出窍
glaive,长柄刀
glaring,轻蔑的眼神|怒视
glass,玻璃
glasses,眼镜|眼镜娘
glint,眼中闪现强烈的情感
globe,地球仪
glomp,热情的拥抱|扑上来抱住
gloom_(expression),消沉(表情)
gloves_removed,脱下手套
glowing,发光的
glowing_eye,发光的眼睛(单眼)
glowing_eyes,发光的双眼
glowing_weapon,发光的武器
glowstick,荧光棒|打call棒
goatee,山羊胡
goblin,哥布林
goddess,女神
goggles_around_neck,脖子挂着护目镜
goggles_on_head,头上别着护目镜
goggles_on_headwear,帽子上别着护目镜
gold,金
gold_armor,黄金盔甲
gold_chain,金链子
gold_trim,金色镶边
goldfish,金鱼
golf_club,高尔夫俱乐部
good_end,好结局
gorget,护喉|护喉甲|颈甲
gourd,葫芦
gown,女裙|女长服|女礼服
grabbing,抓住|抓着
grabbing_another's_ass,抓着对方屁股
grabbing_another's_hair,抓着对方的头发
grabbing_from_behind,从背后揉胸|从背后抓住胸部
grabbing_own_ass,抓着自己的屁股
gradient,(身体或肢体)倾斜
gradient_hair,渐变色的头发
gradient_sky,倾斜的天空
graffiti,涂鸦
grapes,葡萄
graphite_(medium),铅笔画(中号)
grass,草
grave,坟墓
graveyard,墓地
greaves,胫甲
green_background,绿色背景
green_bikini,绿色比基尼
green_bodysuit,绿色紧身衣
green_bow,绿色蝴蝶结
green_bra,绿色胸罩
green_cape,绿色斗篷
green_choker,绿色项圈
green_coat,绿色外套
green_dress,绿色连衣裙
green_footwear,绿色鞋类
green_gloves,绿色的手套
green_hairband,绿色发带
green_hakama,绿色的袴
green_headwear,绿色头饰
green_jacket,绿色夹克
green_kimono,绿色和服
green_legwear,绿色的裤袜
green_leotard,绿色连身衣
green_nails,绿色的指甲
green_neckwear,绿色的领结
green_panties,绿色的内裤
green_pants,绿色的裤子
green_ribbon,绿色丝带
green_sailor_collar,绿色水手领
green_scarf,绿色围巾
green_shirt,绿色衬衫
green_shorts,绿色短裤
green_skin,绿色皮肤
green_skirt,绿色的裙子
green_sweater,绿色的毛衣
green_swimsuit,绿色的泳衣
green_tea,绿茶
green_theme,绿色主题
green_vest,绿色背心
green_wings,绿色翅膀
green-framed_eyewear,绿框眼镜
grenade,手榴弹
grenade_launcher,榴弹发射器
grey_background,灰色背景
grey_bikini,灰色比基尼
grey_bow,灰色蝴蝶结
grey_cardigan,灰色开口衬衫
grey_coat,灰色外套
grey_dress,灰色连衣裙
grey_eyes,灰色的眼睛
grey_footwear,灰色鞋类
grey_gloves,灰色手套
grey_headwear,灰色头饰
grey_hoodie,灰色连帽衫
grey_jacket,灰色夹克
grey_legwear,灰色的裤袜
grey_neckwear,灰色的领结
grey_panties,灰色的内裤
grey_pants,灰色的裤子
grey_ribbon,灰色丝带
grey_sailor_collar,灰色水手领
grey_shirt,灰色上衣
grey_shorts,灰色短裤
grey_skin,灰色皮肤
grey_skirt,灰色短裙
grey_sleeves,灰色袖子
grey_sweater,灰色毛衣
grey_theme,灰色
grey_vest,灰色背心
greyscale,纯黑白色|黑白照片化
grill,烤架
grimace,(因痛苦、厌恶等)做怪相
grimoire,魔法书
grimoire_of_alice,爱丽丝的魔法书(东方)
grinding,素股|臀推
groceries,食材
grocery_bag,购物袋
groin,腹股沟|耻丘
groin_tendon,腹股沟肌腱
groping,猥亵
ground_vehicle,地面载具
group_hug,团团抱
group_name,团队名|组名
group_sex,群P|群交
g-string,超细款丁字裤
guided_breast_grab,把对方的手抓过来摸自己的胸
guided_penetration,抓住男性器插入自己
guitar_case,吉他套
gunblade,枪刃
gusset,(缝在衣服上以放大、加固等的)衬料
gyaru,辣妹
gym_leader,体操队队长
gym_shirt,体操服
gym_shorts,体操短裤
gym_storeroom,体育仓库
h&k_hk416,HK416
habit,修道服
hachimaki,扎头巾(名词)
hadanugi_dousa,光膀子
hagoita,羽子板
hagoromo,羽衣
hair_beads,发珠
hair_behind_ear,耳后有头发
hair_bell,头发上系着铃铛
hair_between_eyes,延伸到两眼之间的刘海
hair_bobbles,头绳
hair_bow,蝴蝶结发圈
hair_brush,梳子
hair_brushing,梳头
hair_bun,发髻|团子头
hair_censor,头发遮住了乳头(三点)
hair_cubes,捆发珠
hair_down,披下来的头发
hair_flaps,在摆动的头发
hair_flip,拨头发
hair_flower,头发上别着花
hair_grab,抓着头发
hair_in_mouth,嘴里有头发
hair_intakes,进气口发型
hair_ornament,发饰
hair_over_breasts,头发披在胸上
hair_over_eyes,头发遮着双眼
hair_over_one_eye,头发遮住了一只眼睛
hair_over_shoulder,披肩发
hair_pull,扯着头发
hair_pulled_back,头发往后扎
hair_rings,飞仙髻
hair_scrunchie,发圈|发束
hair_slicked_back,头发往后捋|往后梳的头发|背头发型
hair_spread_out,散开的头发
hair_stick,发簪
hair_strand,强调一缕一缕感的发型|发丝
hair_tie,发带
hair_tie_in_mouth,将系头发的东西叼在嘴里
hair_tubes,束发套
hair_tucking,撩头发
hair_twirling,手指卷着头发
hair_up,盘起来的头发
hairdressing,梳理头发|扎辫子
hairlocs,脏辫
hairpin,一种发卡夹成的发型特征
hairpods,头发上成对的像无线蓝牙的发饰
hakama,袴|腿衣
hakama_skirt,袴裙
hakurei_reimu_(cosplay),角色cos灵梦
halberd,戟
half_gloves,很短的手套|半截手套
half_updo,女神式发型|公主辫
half-closed_eye,半闭的眼睛(单眼)
half-closed_eyes,半闭的双眼
halftone,一种漫画中常见的网点状的组色组图画法
halftone_background,网点图背景
halloween_costume,万圣节装扮
halter_dress,绕颈裙|衬衣式连衣裙|露背吊带裙
halter_top,吊带式的上身的服饰
halterneck,绕颈系带
hamaya,破魔矢
hammer,锤子
hammer_and_sickle,锤子和镰刀
hamster,仓鼠
hanasakigawa_school_uniform,花咲川女子学园
hanbok,朝鲜服饰
hand_between_breasts,手放在胸前
hand_between_legs,手放在两腿之间
hand_gesture,做手势
hand_in_another's_hair,手放在对方的头发上
hand_in_hair,手埋在头发里
hand_in_panties,手伸进内裤里
hand_in_pocket,手插在口袋里
hand_mirror,手镜
hand_net,手里拿着捕虫网
hand_on_another's_cheek,手摸着对方的脸颊
hand_on_another's_chest,手放在对方的胸前
hand_on_another's_chin,手托着对方的下巴
hand_on_another's_face,手接触到对方的脸
hand_on_another's_head,手放在对方的头上
hand_on_another's_shoulder,手放在对方的肩上
hand_on_another's_stomach,手放在对方的肚子上
hand_on_ass,手放在屁股上
hand_on_head,手放在头上
hand_on_headwear,手触碰帽子
hand_on_hilt,手搁在刀柄上
hand_on_hip,手叉着腰|手搁在腰上
hand_on_own_cheek,把手放在自己的脸颊上
hand_on_own_chest,把手放在自己的胸口
hand_on_own_chin,手碰着自己的下巴
hand_on_own_face,把手放在自己脸上
hand_on_own_knee,手放在自己的膝盖上
hand_on_own_stomach,把手放在自己的肚子上
hand_on_shoulder,手放在肩上
hand_over_own_mouth,手掩着嘴
hand_puppet,手上套着玩偶
hand_to_own_mouth,手朝向自己嘴
hand_under_shirt,手伸进衬衫下面
hand_up,抬起手
handbag,手提包
handheld_game_console,手里拿着游戏机
handkerchief,手帕
hands,手|双手
hands_clasped,双手手指交叉|双手紧握
hands_in_opposite_sleeves,双手交叉伸进袖子里
hands_in_pockets,双手插在兜里
hands_on_another's_cheeks,双手放在对方的脸颊上
hands_on_another's_face,双手放在别人的脸上
hands_on_another's_shoulders,双手放在别人的肩膀上
hands_on_ass,双手放在屁股上
hands_on_feet,双手放在脚上
hands_on_headwear,双手碰到头上的饰物
hands_on_hilt,双手搭在刀柄上
hands_on_hips,双手叉腰|双手搁在腰上
hands_on_lap,双手放在两腿之间
hands_on_own_cheeks,双手放在自己的脸颊上
hands_on_own_chest,双手放在自己的胸口
hands_on_own_face,双手放在自己的脸上
hands_on_own_head,双手放在自己的头上
hands_on_own_knees,双手放在自己的膝盖上
hands_on_own_stomach,双手放在自己的肚子上
hands_on_own_thighs,双手放在自己的大腿上
hands_on_shoulders,双手搭在两肩
hands_together,双手合十|自己的双手碰一起
hands_up,双手朝上|双手抬起|双手举起
handstand,倒立
hanetsuki,板羽球
hanfu,汉服
hanging,吊起来的
hanging_breasts,(俯身)双乳下垂
hanten_(clothes),袢缠
haori,羽织
happi,法被
happy,快乐|幸福
happy_birthday,生日快乐
happy_halloween,万圣节快乐
happy_new_year,新年快乐
happy_tears,开心的眼泪
happy_valentine,情人节快乐
harem_outfit,舞娘服
harem_pants,灯笼裤
harness,背带
harp,竖琴
harpy,有翼人|半人半鸟|鸟人族
harvin,矮人族
hat,帽子
hat_bow,带有蝴蝶结的帽子
hat_feather,带有羽毛的帽子
hat_flower,带着花的帽子
hat_ornament,带有饰物的帽子
hat_over_one_eye,帽子遮住了一只眼
hat_removed,帽子被摘下|摘下帽子
hat_ribbon,带有缎带的帽子
hat_tip,捏着帽檐
hat_with_ears,自带耳朵的帽子
hatchet,短斧
hatching_(texture),线影法(纹理)
hatsune_miku_(cosplay),cos成初音未来
hauchiwa,天狗叶扇
hawaiian_shirt,夏威夷衫
head,头
head_back,弓背高潮
head_between_breasts,头埋在胸里|洗面奶
head_bump,头上起包
head_down,低着头
head_fins,鱼人耳|人鱼耳|鳍状耳朵
head_mounted_display,戴着头戴显示设备
head_out_of_frame,一部分头部没画进框里
head_rest,枕着头|托着头
head_scarf,包头巾(名词)
head_tilt,歪着头
head_wings,头上有翅膀
head_wreath,头上戴着花冠
headband,扎头巾(名词)
headdress,头部穿戴物(偏笼统)
headgear,头部饰品(含一定科幻元素)
headless,无头
headphones,耳机
headphones_around_neck,耳机挂在脖子上
headpiece,装饰性头饰(偏幻想和民族风饰品)
headset,头戴式耳机
heads-up_display,状态条(游戏和科幻风格)
headwear,头饰(偏衣物类)
headwear_removed,头饰被摘下|摘下头饰
health_bar,血量槽|HP|血条
heart,心|心形|爱心
heart_ahoge,心形呆毛
heart_background,含心形的背景|桃色背景
heart_censor,心形马赛克
heart_choker,心形项圈
heart_cutout,衣服上有心形的开口
heart_earrings,心形耳环
heart_hair_ornament,心形发饰
heart_hands,双手比心
heart_hands_duo,两个人一起用手比心
heart_in_eye,眼里冒爱心
heart_in_mouth,嘴里画着爱心|心形化的舌头
heart_lock_(kantai_collection),舰娘锁(舰C)
heart_necklace,心形项链
heart_of_string,串成心形的绳子(或线条)
heart_pasties,心形乳贴
heart_pillow,心形枕头
heart_print,心形图案|心形印花
heart_tail,心形尾巴|心形尾尖|尾巴摆出心形
heart_tattoo,心形纹身
heartbeat,心跳|表现出心动的文字
heart-shaped_box,心形盒子
heart-shaped_eyewear,心形眼镜
heart-shaped_lock,心形锁
heart-shaped_pupils,心形瞳孔|心形眼
heavy_breathing,喘粗气
heckler_&_koch,黑克勒-科赫制系列武器
height_difference,身高差
helicopter,直升机
helm,戴着头盔的
helmet,头盔|头部装甲|头部防护罩
helmet_removed,摘下头盔|被摘下的头盔
henshin,变身
heroic_spirit_festival_outfit,英灵节日装
heroic_spirit_traveling_outfit,英灵旅装
hetero,异性恋
hexagon,六边形
hexagram,六角星
hibiscus,扶桑花
hidden_face,没有露脸|被挡住的脸
hiding,躲藏
high_collar,高领
high_contrast,高对比度
high_heel_boots,高跟靴
high_kick,高踢|高抬腿
high_ponytail,高马尾
highleg,高开衩的衣物
highleg_bikini,高开衩的比基尼
highleg_leotard,高开衩的连身衣
highleg_panties,高开衩的内裤
highleg_swimsuit,高开衩的泳衣
highlights,挑染
high-waist_skirt,高腰裙
hikarizaka_private_high_school_uniform,私立光坂高等学校校服
hikimayu,引眉
hill,小山坡
hip_bones,髋骨
hip_focus,臀部为焦点
hip_vent,服装露出髋部侧面
hirschgeweih_antennas,八木天线
hishaku,舀子
hitodama,人魂
hits,点击量、阅览数、关注数(贺图)
hitting,击打
holding_animal,抱着动物
holding_arrow,拉着弓
holding_axe,握着斧头
holding_bag,提着包
holding_ball,抱着球
holding_basket,提着篮子
holding_book,捧着书
holding_bottle,拿着瓶子
holding_bouquet,手捧花束
holding_bow_(weapon),拿着弓(武器)
holding_bowl,端着碗
holding_box,端着箱子
holding_breath,憋气
holding_broom,手持扫帚
holding_camera,手持摄像机
holding_can,拿着易拉罐
holding_candy,手持糖果
holding_card,手持卡片
holding_cat,抱着猫
holding_chopsticks,拿着筷子
holding_cigarette,手叼香烟
holding_clothes,拿着衣服
holding_condom,拿着避孕套
holding_cup,手持杯子
holding_dagger,手持匕首
holding_doll,抱着玩偶
holding_eyewear,拿着眼镜|正在摘眼镜
holding_fan,拿着扇子
holding_flag,手持旗帜
holding_flower,拿着花
holding_food,拿着食物
holding_fork,拿着餐叉
holding_fruit,拿着水果
holding_gift,拿着礼物
holding_gun,拿着枪
holding_hair,握着头发|手指绕着头发
holding_hat,拿着帽子
holding_head,手里捧着头
holding_helmet,拿着头盔
holding_innertube,拿着泳圈
holding_instrument,拿着乐器
holding_knife,拿着刀
holding_leaf,拿着叶子
holding_lollipop,拿着棒棒糖
holding_mask,拿着面具
holding_microphone,拿着麦克风
holding_needle,拿着缝衣针
holding_own_foot,握着自己的脚
holding_paintbrush,手握画笔
holding_panties,拿着内裤
holding_paper,拿着纸
holding_pen,握笔
holding_pencil,手持铅笔
holding_phone,拿着手机
holding_pillow,抱着枕头
holding_pipe,拿着烟斗
holding_pizza,拿着披萨
holding_plate,端着碟子
holding_poke_ball,拿着精灵球
holding_pokemon,抱着宝可梦
holding_polearm,手持长柄武器
holding_sack,拎着包袱
holding_scythe,手持镰刀
holding_sheath,握着刀鞘
holding_shield,手持盾牌
holding_shoes,拿着鞋子
holding_sign,手持招牌
holding_spear,手持长矛
holding_spoon,拿着汤勺
holding_staff,手持法杖
holding_strap,手拉着吊带
holding_stuffed_animal,抱着毛绒玩具
holding_stylus,手持手写笔
holding_sword,手持剑
holding_syringe,手持注射器
holding_towel,拿着毛巾
holding_tray,托着盘子
holding_umbrella,撑伞
holding_underwear,手持内衣
holding_wand,握着棒子
holding_weapon,手持武器
holding_whip,握着鞭子
holly,冬青
hologram,全息图片
holographic_interface,全息投影
holster,武装带
homu,嘟嘴|抿嘴
homurahara_academy_uniform,穗群原学园制服
honey,蜂蜜
honeycomb_(pattern),蜂窝风格图案
honeycomb_background,蜂窝风格背景
hood_down,放下的兜帽
hood_up,戴起来的兜帽
hooded_cape,连帽斗篷
hooded_cloak,连帽披巾
hooded_coat,连帽外套
hooded_jacket,连帽夹克
hooded_sweater,连帽毛衣
hooded_track_jacket,连帽运动夹克
hoodie,连帽衫
hoop,铁环
hoop_earrings,环状耳环
hooves,蹄子
horizon,地平线
horizontal_pupils,一字型瞳孔|蛙眼
horizontal_stripes,水平条纹
horn_bow,系着蝴蝶结的角
horn_ornament,角上有饰物
horn_ribbon,角上系着缎带
horned_headwear,角状头饰
horned_helmet,带角头盔
horns_through_headwear,为角留了洞的头饰
horror_(theme),恐怖(主题)
horse,马
horse_ears,马耳
horse_girl,马娘
horse_tail,马尾
horseback_riding,骑马
hose,软管
hospital_bed,病床
hot,热的
hot_dog,热狗
houndstooth,千鸟格纹
hourglass,沙漏
house,房子
how_to,画法示范
hug_from_behind,从背后抱上来
huge_ahoge,大呆毛
huge_breasts,巨乳(E)
huge_nipples,大乳头|长乳头
huge_penis,大阴茎
huge_weapon,大尺寸武器
humanization,拟人化
humiliation,羞辱
hungry,饥饿的
husband_and_wife,夫妻
hydrangea,紫阳花
hypnosis,催眠|催眠术
ice,冰
ice_cream,冰淇淋
ice_cream_cone,冰淇淋筒
ice_cube,冰块
ice_wings,冰翼
icing,糖霜
id_card,学生证|身份证
identity_censor,眼部打码
idol,偶像
if_they_mated,假如这两个角色有孩子了
imagining,在想象的
imminent_kiss,快亲上了
imminent_rape,正要被强奸
imminent_sex,正要进行性行为
imminent_vaginal,正要被插入的小穴
imp,小恶魔
impaled,被刺穿的
implied_futanari,暗示其是扶她
implied_sex,其实插进去了吧|遮挡了性交的结合处
implied_yuri,暗示其是女同性恋
impossible_bodysuit,人体彩绘般的紧身衣
impossible_clothes,有不现实的包裹程度的衣服
impossible_dress,过分紧身的衣服
impossible_leotard,人体彩绘般的连身衣
impossible_shirt,贴合程度不合逻辑的衬衫
impossible_swimsuit,人体彩绘般的泳衣
impregnation,受精图
in_box,在盒子里的|箱内女孩
in_bucket,(角色)在桶里
in_container,(角色)在容器里
in_cup,(角色)在杯子里
in_food,(角色)在食物里
in_the_face,有某物冲到脸上
incoming_food,递食物
incoming_gift,递礼物
incoming_kiss,等待接吻|献吻
index_finger_raised,食指抬起
indian_style,盘腿坐
indoors,室内
infinity,无穷|无限符号
inflatable_raft,充气筏
inflatable_toy,充气玩具
inflation,隆起的腹部
injury,有伤的
ink,墨水|颜料
ink_tank_(splatoon),颜料罐(喷射战士)
inline_skates,直排轮溜冰鞋
innertube,泳圈
insect,昆虫
insect_wings,昆虫翅膀
inset,插入其他镜头或图片
insignia,证章
instant_loss_2koma,即堕2格漫画
instrument,乐器
instrument_case,乐器盒
interface_headset,EVA神经连接器
interlocked_fingers,紧扣的双手
internal_cumshot,内射断面图
interracial,跨人种的
interspecies,异种奸|异种爱
intravenous_drip,静脉滴注
inverted_nipples,内陷乳头
invisible_chair,隐形椅子
invisible_penis,隐去阴茎
iron_cross,铁十字架
